n,v2,log_ratio
51555,1,0.4054715737
51557,4,-1.6739699683
51559,1,0.4054715732
51561,2,-0.2876756076
51563,1,0.4054715727
51565,3,-0.9808227887
51567,1,0.4054715722
51569,2,-0.2876756086
51571,1,0.4054715717
51573,5,-2.3671171508
51575,1,0.4054715712
51577,2,-0.2876756096
51579,1,0.4054715707
51581,3,-0.9808227907
51583,1,0.4054715702
51585,2,-0.2876756106
51587,1,0.4054715697
51589,4,-1.6739699723
51591,1,0.4054715692
51593,2,-0.2876756116
51595,1,0.4054715687
51597,3,-0.9808227927
51599,1,0.4054715682
51601,2,-0.2876756126
51603,1,0.4054715677
51605,6,-3.0602643354
51607,1,0.4054715672
51609,2,-0.2876756137
51611,1,0.4054715667
51613,3,-0.9808227947
51615,1,0.4054715662
51617,2,-0.2876756147
51619,1,0.4054715657
51621,4,-1.6739699763
51623,1,0.4054715652
51625,2,-0.2876756157
51627,1,0.4054715647
51629,3,-0.9808227967
51631,1,0.4054715642
51633,2,-0.2876756167
51635,1,0.4054715637
51637,5,-2.3671171588
51639,1,0.4054715632
51641,2,-0.2876756177
51643,1,0.4054715627
51645,3,-0.9808227987
51647,1,0.4054715622
51649,2,-0.2876756187
51651,1,0.4054715617
51653,4,-1.6739699803
51655,1,0.4054715612
51657,2,-0.2876756197
51659,1,0.4054715607
51661,3,-0.9808228007
51663,1,0.4054715602
51665,2,-0.2876756207
51667,1,0.4054715597
51669,7,-3.7534115240
51671,1,0.4054715592
51673,2,-0.2876756217
51675,1,0.4054715587
51677,3,-0.9808228027
51679,1,0.4054715582
51681,2,-0.2876756226
51683,1,0.4054715577
51685,4,-1.6739699843
51687,1,0.4054715572
51689,2,-0.2876756236
51691,1,0.4054715567
51693,3,-0.9808228047
51695,1,0.4054715562
51697,2,-0.2876756246
51699,1,0.4054715557
51701,5,-2.3671171668
51703,1,0.4054715552
51705,2,-0.2876756256
51707,1,0.4054715547
51709,3,-0.9808228067
51711,1,0.4054715542
51713,2,-0.2876756266
51715,1,0.4054715537
51717,4,-1.6739699883
51719,1,0.4054715532
51721,2,-0.2876756276
51723,1,0.4054715527
51725,3,-0.9808228087
51727,1,0.4054715522
51729,2,-0.2876756286
51731,1,0.4054715517
51733,6,-3.0602643514
51735,1,0.4054715512
51737,2,-0.2876756296
51739,1,0.4054715507
51741,3,-0.9808228107
51743,1,0.4054715502
51745,2,-0.2876756306
51747,1,0.4054715497
51749,4,-1.6739699922
51751,1,0.4054715492
51753,2,-0.2876756316
51755,1,0.4054715487
51757,3,-0.9808228127
51759,1,0.4054715482
51761,2,-0.2876756326
51763,1,0.4054715477
51765,5,-2.3671171748
51767,1,0.4054715472
51769,2,-0.2876756336
51771,1,0.4054715467
51773,3,-0.9808228147
51775,1,0.4054715462
51777,2,-0.2876756346
51779,1,0.4054715457
51781,4,-1.6739699962
51783,1,0.4054715452
51785,2,-0.2876756356
51787,1,0.4054715447
51789,3,-0.9808228167
51791,1,0.4054715442
51793,2,-0.2876756366
51795,1,0.4054715437
51797,8,-4.4465587205
51799,1,0.4054715432
51801,2,-0.2876756376
51803,1,0.4054715427
51805,3,-0.9808228186
51807,1,0.4054715422
51809,2,-0.2876756386
51811,1,0.4054715417
51813,4,-1.6739700002
51815,1,0.4054715412
51817,2,-0.2876756396
51819,1,0.4054715407
51821,3,-0.9808228206
51823,1,0.4054715402
51825,2,-0.2876756406
51827,1,0.4054715397
51829,5,-2.3671171827
51831,1,0.4054715392
51833,2,-0.2876756416
51835,1,0.4054715387
51837,3,-0.9808228226
51839,1,0.4054715383
51841,2,-0.2876756426
51843,1,0.4054715378
51845,4,-1.6739700042
51847,1,0.4054715373
51849,2,-0.2876756435
51851,1,0.4054715368
51853,3,-0.9808228246
51855,1,0.4054715363
51857,2,-0.2876756445
51859,1,0.4054715358
51861,6,-3.0602643673
51863,1,0.4054715353
51865,2,-0.2876756455
51867,1,0.4054715348
51869,3,-0.9808228266
51871,1,0.4054715343
51873,2,-0.2876756465
51875,1,0.4054715338
51877,4,-1.6739700081
51879,1,0.4054715333
51881,2,-0.2876756475
51883,1,0.4054715328
51885,3,-0.9808228286
51887,1,0.4054715323
51889,2,-0.2876756485
51891,1,0.4054715318
51893,5,-2.3671171907
51895,1,0.4054715313
51897,2,-0.2876756495
51899,1,0.4054715308
51901,3,-0.9808228305
51903,1,0.4054715303
51905,2,-0.2876756505
51907,1,0.4054715298
51909,4,-1.6739700121
51911,1,0.4054715293
51913,2,-0.2876756515
51915,1,0.4054715288
51917,3,-0.9808228325
51919,1,0.4054715283
51921,2,-0.2876756525
51923,1,0.4054715279
51925,7,-3.7534115558
51927,1,0.4054715274
51929,2,-0.2876756535
51931,1,0.4054715269
51933,3,-0.9808228345
51935,1,0.4054715264
51937,2,-0.2876756544
51939,1,0.4054715259
51941,4,-1.6739700161
51943,1,0.4054715254
51945,2,-0.2876756554
51947,1,0.4054715249
51949,3,-0.9808228365
51951,1,0.4054715244
51953,2,-0.2876756564
51955,1,0.4054715239
51957,5,-2.3671171986
51959,1,0.4054715234
51961,2,-0.2876756574
51963,1,0.4054715229
51965,3,-0.9808228385
51967,1,0.4054715224
51969,2,-0.2876756584
51971,1,0.4054715219
51973,4,-1.6739700200
51975,1,0.4054715214
51977,2,-0.2876756594
51979,1,0.4054715209
51981,3,-0.9808228404
51983,1,0.4054715204
51985,2,-0.2876756604
51987,1,0.4054715199
51989,6,-3.0602643831
51991,1,0.4054715195
51993,2,-0.2876756614
51995,1,0.4054715190
51997,3,-0.9808228424
51999,1,0.4054715185
52001,2,-0.2876756623
52003,1,0.4054715180
52005,4,-1.6739700240
52007,1,0.4054715175
52009,2,-0.2876756633
52011,1,0.4054715170
52013,3,-0.9808228444
52015,1,0.4054715165
52017,2,-0.2876756643
52019,1,0.4054715160
52021,5,-2.3671172065
52023,1,0.4054715155
52025,2,-0.2876756653
52027,1,0.4054715150
52029,3,-0.9808228463
52031,1,0.4054715145
52033,2,-0.2876756663
52035,1,0.4054715140
52037,4,-1.6739700279
52039,1,0.4054715135
52041,2,-0.2876756673
52043,1,0.4054715130
52045,3,-0.9808228483
52047,1,0.4054715126
52049,2,-0.2876756683
52051,1,0.4054715121
52053,9,-5.1397059327
52055,1,0.4054715116
52057,2,-0.2876756692
52059,1,0.4054715111
52061,3,-0.9808228503
52063,1,0.4054715106
52065,2,-0.2876756702
52067,1,0.4054715101
52069,4,-1.6739700318
52071,1,0.4054715096
52073,2,-0.2876756712
52075,1,0.4054715091
52077,3,-0.9808228523
52079,1,0.4054715086
52081,2,-0.2876756722
52083,1,0.4054715081
52085,5,-2.3671172144
52087,1,0.4054715076
52089,2,-0.2876756732
52091,1,0.4054715071
52093,3,-0.9808228542
52095,1,0.4054715067
52097,2,-0.2876756742
52099,1,0.4054715062
52101,4,-1.6739700358
52103,1,0.4054715057
52105,2,-0.2876756751
52107,1,0.4054715052
52109,3,-0.9808228562
52111,1,0.4054715047
52113,2,-0.2876756761
52115,1,0.4054715042
52117,6,-3.0602643988
52119,1,0.4054715037
52121,2,-0.2876756771
52123,1,0.4054715032
52125,3,-0.9808228581
52127,1,0.4054715027
52129,2,-0.2876756781
52131,1,0.4054715022
52133,4,-1.6739700397
52135,1,0.4054715017
52137,2,-0.2876756791
52139,1,0.4054715013
52141,3,-0.9808228601
52143,1,0.4054715008
52145,2,-0.2876756800
52147,1,0.4054715003
52149,5,-2.3671172222
52151,1,0.4054714998
52153,2,-0.2876756810
52155,1,0.4054714993
52157,3,-0.9808228621
52159,1,0.4054714988
52161,2,-0.2876756820
52163,1,0.4054714983
52165,4,-1.6739700436
52167,1,0.4054714978
52169,2,-0.2876756830
52171,1,0.4054714973
52173,3,-0.9808228640
52175,1,0.4054714968
52177,2,-0.2876756840
52179,1,0.4054714964
52181,7,-3.7534115873
52183,1,0.4054714959
52185,2,-0.2876756849
52187,1,0.4054714954
52189,3,-0.9808228660
52191,1,0.4054714949
52193,2,-0.2876756859
52195,1,0.4054714944
52197,4,-1.6739700475
52199,1,0.4054714939
52201,2,-0.2876756869
52203,1,0.4054714934
52205,3,-0.9808228679
52207,1,0.4054714929
52209,2,-0.2876756879
52211,1,0.4054714924
52213,5,-2.3671172300
52215,1,0.4054714919
52217,2,-0.2876756889
52219,1,0.4054714915
52221,3,-0.9808228699
52223,1,0.4054714910
52225,2,-0.2876756898
52227,1,0.4054714905
52229,4,-1.6739700514
52231,1,0.4054714900
52233,2,-0.2876756908
52235,1,0.4054714895
52237,3,-0.9808228719
52239,1,0.4054714890
52241,2,-0.2876756918
52243,1,0.4054714885
52245,6,-3.0602644145
52247,1,0.4054714880
52249,2,-0.2876756928
52251,1,0.4054714876
52253,3,-0.9808228738
52255,1,0.4054714871
52257,2,-0.2876756937
52259,1,0.4054714866
52261,4,-1.6739700553
52263,1,0.4054714861
52265,2,-0.2876756947
52267,1,0.4054714856
52269,3,-0.9808228758
52271,1,0.4054714851
52273,2,-0.2876756957
52275,1,0.4054714846
52277,5,-2.3671172379
52279,1,0.4054714841
52281,2,-0.2876756967
52283,1,0.4054714836
52285,3,-0.9808228777
52287,1,0.4054714832
52289,2,-0.2876756976
52291,1,0.4054714827
52293,4,-1.6739700593
52295,1,0.4054714822
52297,2,-0.2876756986
52299,1,0.4054714817
52301,3,-0.9808228797
52303,1,0.4054714812
52305,2,-0.2876756996
52307,1,0.4054714807
52309,8,-4.4465587834
52311,1,0.4054714802
52313,2,-0.2876757006
52315,1,0.4054714797
52317,3,-0.9808228816
52319,1,0.4054714793
52321,2,-0.2876757015
52323,1,0.4054714788
52325,4,-1.6739700632
52327,1,0.4054714783
52329,2,-0.2876757025
52331,1,0.4054714778
52333,3,-0.9808228836
52335,1,0.4054714773
52337,2,-0.2876757035
52339,1,0.4054714768
52341,5,-2.3671172457
52343,1,0.4054714763
52345,2,-0.2876757045
52347,1,0.4054714759
52349,3,-0.9808228855
52351,1,0.4054714754
52353,2,-0.2876757054
52355,1,0.4054714749
52357,4,-1.6739700670
52359,1,0.4054714744
52361,2,-0.2876757064
52363,1,0.4054714739
52365,3,-0.9808228875
52367,1,0.4054714734
52369,2,-0.2876757074
52371,1,0.4054714729
52373,6,-3.0602644301
52375,1,0.4054714724
52377,2,-0.2876757084
52379,1,0.4054714720
52381,3,-0.9808228894
52383,1,0.4054714715
52385,2,-0.2876757093
52387,1,0.4054714710
52389,4,-1.6739700709
52391,1,0.4054714705
52393,2,-0.2876757103
52395,1,0.4054714700
52397,3,-0.9808228913
52399,1,0.4054714695
52401,2,-0.2876757113
52403,1,0.4054714690
52405,5,-2.3671172534
52407,1,0.4054714686
52409,2,-0.2876757122
52411,1,0.4054714681
52413,3,-0.9808228933
52415,1,0.4054714676
52417,2,-0.2876757132
52419,1,0.4054714671
52421,4,-1.6739700748
52423,1,0.4054714666
52425,2,-0.2876757142
52427,1,0.4054714661
52429,3,-0.9808228952
52431,1,0.4054714656
52433,2,-0.2876757152
52435,1,0.4054714652
52437,7,-3.7534116184
52439,1,0.4054714647
52441,2,-0.2876757161
52443,1,0.4054714642
52445,3,-0.9808228972
52447,1,0.4054714637
52449,2,-0.2876757171
52451,1,0.4054714632
52453,4,-1.6739700787
52455,1,0.4054714627
52457,2,-0.2876757181
52459,1,0.4054714623
52461,3,-0.9808228991
52463,1,0.4054714618
52465,2,-0.2876757190
52467,1,0.4054714613
52469,5,-2.3671172612
52471,1,0.4054714608
52473,2,-0.2876757200
52475,1,0.4054714603
52477,3,-0.9808229010
52479,1,0.4054714598
52481,2,-0.2876757210
52483,1,0.4054714594
52485,4,-1.6739700826
52487,1,0.4054714589
52489,2,-0.2876757219
52491,1,0.4054714584
52493,3,-0.9808229030
52495,1,0.4054714579
52497,2,-0.2876757229
52499,1,0.4054714574
52501,6,-3.0602644456
52503,1,0.4054714569
52505,2,-0.2876757239
52507,1,0.4054714564
52509,3,-0.9808229049
52511,1,0.4054714560
52513,2,-0.2876757248
52515,1,0.4054714555
52517,4,-1.6739700864
52519,1,0.4054714550
52521,2,-0.2876757258
52523,1,0.4054714545
52525,3,-0.9808229068
52527,1,0.4054714540
52529,2,-0.2876757268
52531,1,0.4054714535
52533,5,-2.3671172689
52535,1,0.4054714531
52537,2,-0.2876757277
52539,1,0.4054714526
52541,3,-0.9808229088
52543,1,0.4054714521
52545,2,-0.2876757287
52547,1,0.4054714516
52549,4,-1.6739700903
52551,1,0.4054714511
52553,2,-0.2876757297
52555,1,0.4054714506
52557,3,-0.9808229107
52559,1,0.4054714502
52561,2,-0.2876757306
52563,1,0.4054714497
52565,11,-6.5260003562
52567,1,0.4054714492
52569,2,-0.2876757316
52571,1,0.4054714487
52573,3,-0.9808229126
52575,1,0.4054714482
52577,2,-0.2876757326
52579,1,0.4054714478
52581,4,-1.6739700942
52583,1,0.4054714473
52585,2,-0.2876757335
52587,1,0.4054714468
52589,3,-0.9808229146
52591,1,0.4054714463
52593,2,-0.2876757345
52595,1,0.4054714458
52597,5,-2.3671172767
52599,1,0.4054714453
52601,2,-0.2876757355
52603,1,0.4054714449
52605,3,-0.9808229165
52607,1,0.4054714444
52609,2,-0.2876757364
52611,1,0.4054714439
52613,4,-1.6739700980
52615,1,0.4054714434
52617,2,-0.2876757374
52619,1,0.4054714429
52621,3,-0.9808229184
52623,1,0.4054714425
52625,2,-0.2876757383
52627,1,0.4054714420
52629,6,-3.0602644611
52631,1,0.4054714415
52633,2,-0.2876757393
52635,1,0.4054714410
52637,3,-0.9808229204
52639,1,0.4054714405
52641,2,-0.2876757403
52643,1,0.4054714400
52645,4,-1.6739701019
52647,1,0.4054714396
52649,2,-0.2876757412
52651,1,0.4054714391
52653,3,-0.9808229223
52655,1,0.4054714386
52657,2,-0.2876757422
52659,1,0.4054714381
52661,5,-2.3671172844
52663,1,0.4054714376
52665,2,-0.2876757432
52667,1,0.4054714372
52669,3,-0.9808229242
52671,1,0.4054714367
52673,2,-0.2876757441
52675,1,0.4054714362
52677,4,-1.6739701057
52679,1,0.4054714357
52681,2,-0.2876757451
52683,1,0.4054714352
52685,3,-0.9808229261
52687,1,0.4054714348
52689,2,-0.2876757460
52691,1,0.4054714343
52693,7,-3.7534116493
52695,1,0.4054714338
52697,2,-0.2876757470
52699,1,0.4054714333
52701,3,-0.9808229280
52703,1,0.4054714328
52705,2,-0.2876757480
52707,1,0.4054714324
52709,4,-1.6739701096
52711,1,0.4054714319
52713,2,-0.2876757489
52715,1,0.4054714314
52717,3,-0.9808229300
52719,1,0.4054714309
52721,2,-0.2876757499
52723,1,0.4054714304
52725,5,-2.3671172920
52727,1,0.4054714300
52729,2,-0.2876757508
52731,1,0.4054714295
52733,3,-0.9808229319
52735,1,0.4054714290
52737,2,-0.2876757518
52739,1,0.4054714285
52741,4,-1.6739701134
52743,1,0.4054714280
52745,2,-0.2876757528
52747,1,0.4054714276
52749,3,-0.9808229338
52751,1,0.4054714271
52753,2,-0.2876757537
52755,1,0.4054714266
52757,6,-3.0602644764
52759,1,0.4054714261
52761,2,-0.2876757547
52763,1,0.4054714256
52765,3,-0.9808229357
52767,1,0.4054714252
52769,2,-0.2876757556
52771,1,0.4054714247
52773,4,-1.6739701172
52775,1,0.4054714242
52777,2,-0.2876757566
52779,1,0.4054714237
52781,3,-0.9808229376
52783,1,0.4054714233
52785,2,-0.2876757575
52787,1,0.4054714228
52789,5,-2.3671172997
52791,1,0.4054714223
52793,2,-0.2876757585
52795,1,0.4054714218
52797,3,-0.9808229395
52799,1,0.4054714213
52801,2,-0.2876757595
52803,1,0.4054714209
52805,4,-1.6739701211
52807,1,0.4054714204
52809,2,-0.2876757604
52811,1,0.4054714199
52813,3,-0.9808229415
52815,1,0.4054714194
52817,2,-0.2876757614
52819,1,0.4054714189
52821,8,-4.4465588452
52823,1,0.4054714185
52825,2,-0.2876757623
52827,1,0.4054714180
52829,3,-0.9808229434
52831,1,0.4054714175
52833,2,-0.2876757633
52835,1,0.4054714170
52837,4,-1.6739701249
52839,1,0.4054714166
52841,2,-0.2876757642
52843,1,0.4054714161
52845,3,-0.9808229453
52847,1,0.4054714156
52849,2,-0.2876757652
52851,1,0.4054714151
52853,5,-2.3671173074
52855,1,0.4054714147
52857,2,-0.2876757661
52859,1,0.4054714142
52861,3,-0.9808229472
52863,1,0.4054714137
52865,2,-0.2876757671
52867,1,0.4054714132
52869,4,-1.6739701287
52871,1,0.4054714127
52873,2,-0.2876757681
52875,1,0.4054714123
52877,3,-0.9808229491
52879,1,0.4054714118
52881,2,-0.2876757690
52883,1,0.4054714113
52885,6,-3.0602644917
52887,1,0.4054714108
52889,2,-0.2876757700
52891,1,0.4054714104
52893,3,-0.9808229510
52895,1,0.4054714099
52897,2,-0.2876757709
52899,1,0.4054714094
52901,4,-1.6739701325
52903,1,0.4054714089
52905,2,-0.2876757719
52907,1,0.4054714085
52909,3,-0.9808229529
52911,1,0.4054714080
52913,2,-0.2876757728
52915,1,0.4054714075
52917,5,-2.3671173150
52919,1,0.4054714070
52921,2,-0.2876757738
52923,1,0.4054714065
52925,3,-0.9808229548
52927,1,0.4054714061
52929,2,-0.2876757747
52931,1,0.4054714056
52933,4,-1.6739701363
52935,1,0.4054714051
52937,2,-0.2876757757
52939,1,0.4054714046
52941,3,-0.9808229567
52943,1,0.4054714042
52945,2,-0.2876757766
52947,1,0.4054714037
52949,7,-3.7534116799
52951,1,0.4054714032
52953,2,-0.2876757776
52955,1,0.4054714027
52957,3,-0.9808229586
52959,1,0.4054714023
52961,2,-0.2876757785
52963,1,0.4054714018
52965,4,-1.6739701401
52967,1,0.4054714013
52969,2,-0.2876757795
52971,1,0.4054714008
52973,3,-0.9808229605
52975,1,0.4054714004
52977,2,-0.2876757804
52979,1,0.4054713999
52981,5,-2.3671173226
52983,1,0.4054713994
52985,2,-0.2876757814
52987,1,0.4054713989
52989,3,-0.9808229624
52991,1,0.4054713985
52993,2,-0.2876757823
52995,1,0.4054713980
52997,4,-1.6739701439
52999,1,0.4054713975
53001,2,-0.2876757833
53003,1,0.4054713970
53005,3,-0.9808229643
53007,1,0.4054713966
53009,2,-0.2876757842
53011,1,0.4054713961
53013,6,-3.0602645069
53015,1,0.4054713956
53017,2,-0.2876757852
53019,1,0.4054713951
53021,3,-0.9808229662
53023,1,0.4054713947
53025,2,-0.2876757861
53027,1,0.4054713942
53029,4,-1.6739701477
53031,1,0.4054713937
53033,2,-0.2876757871
53035,1,0.4054713932
53037,3,-0.9808229681
53039,1,0.4054713928
53041,2,-0.2876757880
53043,1,0.4054713923
53045,5,-2.3671173302
53047,1,0.4054713918
53049,2,-0.2876757890
53051,1,0.4054713914
53053,3,-0.9808229700
53055,1,0.4054713909
53057,2,-0.2876757899
53059,1,0.4054713904
53061,4,-1.6739701515
53063,1,0.4054713899
53065,2,-0.2876757909
53067,1,0.4054713895
53069,3,-0.9808229719
53071,1,0.4054713890
53073,2,-0.2876757918
53075,1,0.4054713885
53077,9,-5.1397060562
53079,1,0.4054713880
53081,2,-0.2876757928
53083,1,0.4054713876
53085,3,-0.9808229738
53087,1,0.4054713871
53089,2,-0.2876757937
53091,1,0.4054713866
53093,4,-1.6739701553
53095,1,0.4054713861
53097,2,-0.2876757947
53099,1,0.4054713857
53101,3,-0.9808229757
53103,1,0.4054713852
53105,2,-0.2876757956
53107,1,0.4054713847
53109,5,-2.3671173378
53111,1,0.4054713843
53113,2,-0.2876757965
53115,1,0.4054713838
53117,3,-0.9808229776
53119,1,0.4054713833
53121,2,-0.2876757975
53123,1,0.4054713828
53125,4,-1.6739701591
53127,1,0.4054713824
53129,2,-0.2876757984
53131,1,0.4054713819
53133,3,-0.9808229795
53135,1,0.4054713814
53137,2,-0.2876757994
53139,1,0.4054713809
53141,6,-3.0602645221
53143,1,0.4054713805
53145,2,-0.2876758003
53147,1,0.4054713800
53149,3,-0.9808229814
53151,1,0.4054713795
53153,2,-0.2876758013
53155,1,0.4054713791
53157,4,-1.6739701629
53159,1,0.4054713786
53161,2,-0.2876758022
53163,1,0.4054713781
53165,3,-0.9808229832
53167,1,0.4054713776
53169,2,-0.2876758032
53171,1,0.4054713772
53173,5,-2.3671173453
53175,1,0.4054713767
53177,2,-0.2876758041
53179,1,0.4054713762
53181,3,-0.9808229851
53183,1,0.4054713758
53185,2,-0.2876758050
53187,1,0.4054713753
53189,4,-1.6739701666
53191,1,0.4054713748
53193,2,-0.2876758060
53195,1,0.4054713743
53197,3,-0.9808229870
53199,1,0.4054713739
53201,2,-0.2876758069
53203,1,0.4054713734
53205,7,-3.7534117102
53207,1,0.4054713729
53209,2,-0.2876758079
53211,1,0.4054713725
53213,3,-0.9808229889
53215,1,0.4054713720
53217,2,-0.2876758088
53219,1,0.4054713715
53221,4,-1.6739701704
53223,1,0.4054713710
53225,2,-0.2876758098
53227,1,0.4054713706
53229,3,-0.9808229908
53231,1,0.4054713701
53233,2,-0.2876758107
53235,1,0.4054713696
53237,5,-2.3671173528
53239,1,0.4054713692
53241,2,-0.2876758116
53243,1,0.4054713687
53245,3,-0.9808229927
53247,1,0.4054713682
53249,2,-0.2876758126
53251,1,0.4054713678
53253,4,-1.6739701742
53255,1,0.4054713673
53257,2,-0.2876758135
53259,1,0.4054713668
53261,3,-0.9808229945
53263,1,0.4054713663
53265,2,-0.2876758145
53267,1,0.4054713659
53269,6,-3.0602645372
53271,1,0.4054713654
53273,2,-0.2876758154
53275,1,0.4054713649
53277,3,-0.9808229964
53279,1,0.4054713645
53281,2,-0.2876758163
53283,1,0.4054713640
53285,4,-1.6739701779
53287,1,0.4054713635
53289,2,-0.2876758173
53291,1,0.4054713631
53293,3,-0.9808229983
53295,1,0.4054713626
53297,2,-0.2876758182
53299,1,0.4054713621
53301,5,-2.3671173604
53303,1,0.4054713616
53305,2,-0.2876758191
53307,1,0.4054713612
53309,3,-0.9808230002
53311,1,0.4054713607
53313,2,-0.2876758201
53315,1,0.4054713602
53317,4,-1.6739701817
53319,1,0.4054713598
53321,2,-0.2876758210
53323,1,0.4054713593
53325,3,-0.9808230021
53327,1,0.4054713588
53329,2,-0.2876758220
53331,1,0.4054713584
53333,8,-4.4465589058
53335,1,0.4054713579
53337,2,-0.2876758229
53339,1,0.4054713574
53341,3,-0.9808230039
53343,1,0.4054713570
53345,2,-0.2876758238
53347,1,0.4054713565
53349,4,-1.6739701854
53351,1,0.4054713560
53353,2,-0.2876758248
53355,1,0.4054713556
53357,3,-0.9808230058
53359,1,0.4054713551
53361,2,-0.2876758257
53363,1,0.4054713546
53365,5,-2.3671173679
53367,1,0.4054713541
53369,2,-0.2876758266
53371,1,0.4054713537
53373,3,-0.9808230077
53375,1,0.4054713532
53377,2,-0.2876758276
53379,1,0.4054713527
53381,4,-1.6739701892
53383,1,0.4054713523
53385,2,-0.2876758285
53387,1,0.4054713518
53389,3,-0.9808230095
53391,1,0.4054713513
53393,2,-0.2876758295
53395,1,0.4054713509
53397,6,-3.0602645522
53399,1,0.4054713504
53401,2,-0.2876758304
53403,1,0.4054713499
53405,3,-0.9808230114
53407,1,0.4054713495
53409,2,-0.2876758313
53411,1,0.4054713490
53413,4,-1.6739701929
53415,1,0.4054713485
53417,2,-0.2876758323
53419,1,0.4054713481
53421,3,-0.9808230133
53423,1,0.4054713476
53425,2,-0.2876758332
53427,1,0.4054713471
53429,5,-2.3671173753
53431,1,0.4054713467
53433,2,-0.2876758341
53435,1,0.4054713462
53437,3,-0.9808230152
53439,1,0.4054713457
53441,2,-0.2876758351
53443,1,0.4054713453
53445,4,-1.6739701966
53447,1,0.4054713448
53449,2,-0.2876758360
53451,1,0.4054713443
53453,3,-0.9808230170
53455,1,0.4054713439
53457,2,-0.2876758369
53459,1,0.4054713434
53461,7,-3.7534117402
53463,1,0.4054713429
53465,2,-0.2876758379
53467,1,0.4054713425
53469,3,-0.9808230189
53471,1,0.4054713420
53473,2,-0.2876758388
53475,1,0.4054713415
53477,4,-1.6739702004
53479,1,0.4054713411
53481,2,-0.2876758397
53483,1,0.4054713406
53485,3,-0.9808230208
53487,1,0.4054713401
53489,2,-0.2876758407
53491,1,0.4054713397
53493,5,-2.3671173828
53495,1,0.4054713392
53497,2,-0.2876758416
53499,1,0.4054713387
53501,3,-0.9808230226
53503,1,0.4054713383
53505,2,-0.2876758425
53507,1,0.4054713378
53509,4,-1.6739702041
53511,1,0.4054713373
53513,2,-0.2876758435
53515,1,0.4054713369
53517,3,-0.9808230245
53519,1,0.4054713364
53521,2,-0.2876758444
53523,1,0.4054713359
53525,6,-3.0602645671
53527,1,0.4054713355
53529,2,-0.2876758453
53531,1,0.4054713350
53533,3,-0.9808230263
53535,1,0.4054713345
53537,2,-0.2876758462
53539,1,0.4054713341
53541,4,-1.6739702078
53543,1,0.4054713336
53545,2,-0.2876758472
53547,1,0.4054713331
53549,3,-0.9808230282
53551,1,0.4054713327
53553,2,-0.2876758481
53555,1,0.4054713322
53557,5,-2.3671173903
53559,1,0.4054713318
53561,2,-0.2876758490
53563,1,0.4054713313
53565,3,-0.9808230301
53567,1,0.4054713308
53569,2,-0.2876758500
53571,1,0.4054713304
53573,4,-1.6739702116
53575,1,0.4054713299
53577,2,-0.2876758509
53579,1,0.4054713294
53581,3,-0.9808230319
53583,1,0.4054713290
53585,2,-0.2876758518
53587,1,0.4054713285
53589,10,-5.8328532968
53591,1,0.4054713280
53593,2,-0.2876758528
53595,1,0.4054713276
53597,3,-0.9808230338
53599,1,0.4054713271
53601,2,-0.2876758537
53603,1,0.4054713266
53605,4,-1.6739702153
53607,1,0.4054713262
53609,2,-0.2876758546
53611,1,0.4054713257
53613,3,-0.9808230356
53615,1,0.4054713253
53617,2,-0.2876758555
53619,1,0.4054713248
53621,5,-2.3671173977
53623,1,0.4054713243
53625,2,-0.2876758565
53627,1,0.4054713239
53629,3,-0.9808230375
53631,1,0.4054713234
53633,2,-0.2876758574
53635,1,0.4054713229
53637,4,-1.6739702190
53639,1,0.4054713225
53641,2,-0.2876758583
53643,1,0.4054713220
53645,3,-0.9808230393
53647,1,0.4054713215
53649,2,-0.2876758592
53651,1,0.4054713211
53653,6,-3.0602645819
53655,1,0.4054713206
53657,2,-0.2876758602
53659,1,0.4054713202
53661,3,-0.9808230412
53663,1,0.4054713197
53665,2,-0.2876758611
53667,1,0.4054713192
53669,4,-1.6739702227
53671,1,0.4054713188
53673,2,-0.2876758620
53675,1,0.4054713183
53677,3,-0.9808230430
53679,1,0.4054713178
53681,2,-0.2876758629
53683,1,0.4054713174
53685,5,-2.3671174051
53687,1,0.4054713169
53689,2,-0.2876758639
53691,1,0.4054713165
53693,3,-0.9808230449
53695,1,0.4054713160
53697,2,-0.2876758648
53699,1,0.4054713155
53701,4,-1.6739702264
53703,1,0.4054713151
53705,2,-0.2876758657
53707,1,0.4054713146
53709,3,-0.9808230467
53711,1,0.4054713141
53713,2,-0.2876758666
53715,1,0.4054713137
53717,7,-3.7534117699
53719,1,0.4054713132
53721,2,-0.2876758676
53723,1,0.4054713128
53725,3,-0.9808230486
53727,1,0.4054713123
53729,2,-0.2876758685
53731,1,0.4054713118
53733,4,-1.6739702301
53735,1,0.4054713114
53737,2,-0.2876758694
53739,1,0.4054713109
53741,3,-0.9808230504
53743,1,0.4054713104
53745,2,-0.2876758703
53747,1,0.4054713100
53749,5,-2.3671174125
53751,1,0.4054713095
53753,2,-0.2876758713
53755,1,0.4054713091
53757,3,-0.9808230523
53759,1,0.4054713086
53761,2,-0.2876758722
53763,1,0.4054713081
53765,4,-1.6739702338
53767,1,0.4054713077
53769,2,-0.2876758731
53771,1,0.4054713072
53773,3,-0.9808230541
53775,1,0.4054713068
53777,2,-0.2876758740
53779,1,0.4054713063
53781,6,-3.0602645967
53783,1,0.4054713058
53785,2,-0.2876758750
53787,1,0.4054713054
53789,3,-0.9808230560
53791,1,0.4054713049
