trial,n,log_T2n_minus_log_n
613,146390139989449477905,-1.268511325463507
614,226171568143288213107,-0.5753641449035669
615,202066276981170355567,0.8109302162163274
616,147784904678293640979,-0.5753641449035669
617,174605718917113707475,-0.5753641449035669
618,68073842268260024359,0.8109302162163274
619,82607875429518905425,-1.268511325463507
620,246699834786335274289,-1.961658506023447
621,143181037972723716835,-4.041100047703289
622,51417913823536203639,0.8109302162163274
623,43567241019114783831,0.8109302162163274
624,65747308295356451977,0.11778303565638026
625,120005054907807935907,-1.9616585060234542
626,83686608930820887475,-0.5753641449035598
627,63490751885290576489,0.11778303565638737
628,45910772645005699715,-1.268511325463507
629,267669180537710157023,0.8109302162163274
630,259280716521806393799,0.8109302162163274
631,249275424524504341155,-1.9616585060234542
632,28849069504108478127,0.8109302162163274
633,154877917107980517285,-1.268511325463507
634,47561448052690018643,-0.5753641449035598
635,210730022075553553613,-1.9616585060234542
636,27154920742876605007,0.8109302162163274
637,99775984113253533393,-1.268511325463507
638,257586323374187508195,-3.3479528671433414
639,238087833461159628193,-0.5753641449035598
640,61755454420491681241,0.11778303565638026
641,83542399360067141001,0.11778303565638026
642,147181486598782249249,-0.5753641449035669
643,184070663910267681635,-2.654805686583394
644,144315527870683824955,0.11778303565638737
645,211411221400149357299,-0.5753641449035598
646,115765304489837725917,-0.5753641449035669
647,20528360347064018431,0.8109302162163274
648,251986170785274918473,0.11778303565638026
649,16399918223652151211,0.11778303565638026
650,40695023118719929957,-1.268511325463507
651,29403079872416603627,0.11778303565638737
652,34536223417641374081,-0.5753641449035669
653,32107315862417368499,-0.5753641449035598
654,137224643217066744993,-0.5753641449035598
655,32762591096917028049,-1.268511325463507
656,170390804761499081715,-0.5753641449035669
657,138742593417742888551,0.8109302162163274
658,153117216758684390633,0.11778303565638026
659,81318028886966288469,-4.734247228263229
660,99178185143139794445,-2.654805686583394
661,286624186135755188699,0.11778303565638026
662,144794783359182051151,0.8109302162163274
663,273118363700780350563,-2.6548056865834013
664,257660177139726891855,0.8109302162163274
665,83563599658647967809,-0.5753641449035669
666,152053901487378493021,-0.5753641449035598
667,275266486001546950067,-0.5753641449035598
668,43738659757288700865,-0.5753641449035598
669,148524635621414889303,0.8109302162163274
670,120989436255433666173,-0.5753641449035598
671,172162804074440510885,-1.268511325463514
672,16767982661942591291,0.11778303565638026
673,127968010793739946175,0.8109302162163274
674,69018035584917747437,-1.268511325463507
675,145995673108272025333,-1.9616585060234542
676,194651506240794184493,-1.268511325463507
677,226582449491496408063,0.8109302162163274
678,153263339555975098173,-0.5753641449035669
679,63936490080865980557,-3.3479528671433414
680,127546885243628343035,0.11778303565638737
681,245580065373067576469,-2.654805686583394
682,87460669247189248841,0.11778303565638737
683,173723652488162358221,-1.961658506023447
684,188086540413704630053,-1.268511325463507
685,281234079776788398657,-0.5753641449035669
686,153800914543362317205,-2.6548056865834013
687,291856857312063625739,0.11778303565638026
688,267304308191759043013,-5.427394408823183
689,76909377637476480947,-0.5753641449035598
690,286783161296348411819,0.11778303565638026
691,81394270120987221713,-1.268511325463507
692,140761600386950824617,0.11778303565638026
693,86831952348691454159,0.8109302162163274
694,25331081858038697107,-0.5753641449035598
695,288862810569159427195,0.11778303565638026
696,7587856189488661287,0.8109302162163274
697,58647121820482201665,-0.5753641449035598
698,115125554886140110165,-6.813688769943063
699,157285351480885900553,0.11778303565638737
700,154112236854690571243,0.11778303565638026
701,44214934891040666249,0.11778303565638026
702,239056849815344271083,0.11778303565638026
703,139549659278361026641,-1.268511325463507
704,141988948379736992115,-0.5753641449035598
705,37477964153772849131,0.11778303565638737
706,228357115257760534923,0.11778303565638737
707,27227488336874428275,-0.5753641449035669
708,278226450829530876737,-0.5753641449035598
709,129912149943998320451,-1.268511325463507
710,23447565160672813835,0.11778303565638737
711,5801218674026454917,-1.9616585060234542
712,236503905171408175373,-2.6548056865834013
713,167439942892074483605,-2.654805686583394
714,139530401154833209059,-4.041100047703289
715,227480264368801860797,-0.5753641449035598
716,87432866208190274509,-1.9616585060234542
717,220887277935808363937,-0.5753641449035598
718,241609657647479327919,0.8109302162163274
719,52364304925244377613,-2.6548056865834013
