n,v2,log_ratio
10425,2,-0.2876500985
10427,1,0.4054970759
10429,3,-0.9807972914
10431,1,0.4054970636
10433,2,-0.2876501231
10435,1,0.4054970514
10437,4,-1.6739444964
10439,1,0.4054970391
10441,2,-0.2876501475
10443,1,0.4054970269
10445,3,-0.9807973403
10447,1,0.4054970147
10449,2,-0.2876501720
10451,1,0.4054970025
10453,7,-3.7533860870
10455,1,0.4054969903
10457,2,-0.2876501964
10459,1,0.4054969781
10461,3,-0.9807973891
10463,1,0.4054969659
10465,2,-0.2876502208
10467,1,0.4054969537
10469,4,-1.6739445940
10471,1,0.4054969416
10473,2,-0.2876502451
10475,1,0.4054969294
10477,3,-0.9807974378
10479,1,0.4054969173
10481,2,-0.2876502694
10483,1,0.4054969051
10485,5,-2.3670918232
10487,1,0.4054968930
10489,2,-0.2876502936
10491,1,0.4054968809
10493,3,-0.9807974863
10495,1,0.4054968688
10497,2,-0.2876503179
10499,1,0.4054968567
10501,4,-1.6739446911
10503,1,0.4054968446
10505,2,-0.2876503420
10507,1,0.4054968325
10509,3,-0.9807975347
10511,1,0.4054968204
10513,2,-0.2876503662
10515,1,0.4054968084
10517,6,-3.0602391005
10519,1,0.4054967963
10521,2,-0.2876503903
10523,1,0.4054967843
10525,3,-0.9807975829
10527,1,0.4054967722
10529,2,-0.2876504144
10531,1,0.4054967602
10533,4,-1.6739447875
10535,1,0.4054967482
10537,2,-0.2876504384
10539,1,0.4054967362
10541,3,-0.9807976310
10543,1,0.4054967242
10545,2,-0.2876504624
10547,1,0.4054967122
10549,5,-2.3670920161
10551,1,0.4054967002
10553,2,-0.2876504864
10555,1,0.4054966882
10557,3,-0.9807976789
10559,1,0.4054966763
10561,2,-0.2876505103
10563,1,0.4054966643
10565,4,-1.6739448834
10567,1,0.4054966524
10569,2,-0.2876505342
10571,1,0.4054966404
10573,3,-0.9807977267
10575,1,0.4054966285
10577,2,-0.2876505580
10579,1,0.4054966166
10581,10,-5.8328280144
10583,1,0.4054966047
10585,2,-0.2876505818
10587,1,0.4054965928
10589,3,-0.9807977743
10591,1,0.4054965809
10593,2,-0.2876506056
10595,1,0.4054965690
10597,4,-1.6739449786
10599,1,0.4054965571
10601,2,-0.2876506294
10603,1,0.4054965453
10605,3,-0.9807978218
10607,1,0.4054965334
10609,2,-0.2876506531
10611,1,0.4054965216
10613,5,-2.3670922066
10615,1,0.4054965097
10617,2,-0.2876506768
10619,1,0.4054964979
10621,3,-0.9807978691
10623,1,0.4054964861
10625,2,-0.2876507004
10627,1,0.4054964743
10629,4,-1.6739450733
10631,1,0.4054964625
10633,2,-0.2876507240
10635,1,0.4054964507
10637,3,-0.9807979163
10639,1,0.4054964389
10641,2,-0.2876507476
10643,1,0.4054964271
10645,6,-3.0602394816
10647,1,0.4054964153
10649,2,-0.2876507711
10651,1,0.4054964036
10653,3,-0.9807979634
10655,1,0.4054963918
10657,2,-0.2876507946
10659,1,0.4054963801
10661,4,-1.6739451675
10663,1,0.4054963684
10665,2,-0.2876508181
10667,1,0.4054963566
10669,3,-0.9807980103
10671,1,0.4054963449
10673,2,-0.2876508415
10675,1,0.4054963332
10677,5,-2.3670923949
10679,1,0.4054963215
10681,2,-0.2876508649
10683,1,0.4054963098
10685,3,-0.9807980571
10687,1,0.4054962982
10689,2,-0.2876508882
10691,1,0.4054962865
10693,4,-1.6739452610
10695,1,0.4054962748
10697,2,-0.2876509116
10699,1,0.4054962632
10701,3,-0.9807981038
10703,1,0.4054962515
10705,2,-0.2876509348
10707,1,0.4054962399
10709,7,-3.7533868493
10711,1,0.4054962283
10713,2,-0.2876509581
10715,1,0.4054962167
10717,3,-0.9807981503
10719,1,0.4054962051
10721,2,-0.2876509813
10723,1,0.4054961935
10725,4,-1.6739453540
10727,1,0.4054961819
10729,2,-0.2876510045
10731,1,0.4054961703
10733,3,-0.9807981966
10735,1,0.4054961587
10737,2,-0.2876510276
10739,1,0.4054961471
10741,5,-2.3670925809
10743,1,0.4054961356
10745,2,-0.2876510508
10747,1,0.4054961240
10749,3,-0.9807982429
10751,1,0.4054961125
10753,2,-0.2876510738
10755,1,0.4054961010
10757,4,-1.6739454465
10759,1,0.4054960894
10761,2,-0.2876510969
10763,1,0.4054960779
10765,3,-0.9807982889
10767,1,0.4054960664
10769,2,-0.2876511199
10771,1,0.4054960549
10773,6,-3.0602398536
10775,1,0.4054960434
10777,2,-0.2876511429
10779,1,0.4054960320
10781,3,-0.9807983349
10783,1,0.4054960205
10785,2,-0.2876511658
10787,1,0.4054960090
10789,4,-1.6739455384
10791,1,0.4054959976
10793,2,-0.2876511887
10795,1,0.4054959861
10797,3,-0.9807983807
10799,1,0.4054959747
10801,2,-0.2876512116
10803,1,0.4054959633
10805,5,-2.3670927647
10807,1,0.4054959518
10809,2,-0.2876512344
10811,1,0.4054959404
10813,3,-0.9807984264
10815,1,0.4054959290
10817,2,-0.2876512572
10819,1,0.4054959176
10821,4,-1.6739456297
10823,1,0.4054959062
10825,2,-0.2876512800
10827,1,0.4054958949
10829,3,-0.9807984719
10831,1,0.4054958835
10833,2,-0.2876513027
10835,1,0.4054958721
10837,8,-4.4465343975
10839,1,0.4054958608
10841,2,-0.2876513255
10843,1,0.4054958494
10845,3,-0.9807985174
10847,1,0.4054958381
10849,2,-0.2876513481
10851,1,0.4054958268
10853,4,-1.6739457206
10855,1,0.4054958155
10857,2,-0.2876513708
10859,1,0.4054958041
10861,3,-0.9807985626
10863,1,0.4054957928
10865,2,-0.2876513934
10867,1,0.4054957815
10869,5,-2.3670929463
10871,1,0.4054957703
10873,2,-0.2876514159
10875,1,0.4054957590
10877,3,-0.9807986078
10879,1,0.4054957477
10881,2,-0.2876514385
10883,1,0.4054957364
10885,4,-1.6739458109
10887,1,0.4054957252
10889,2,-0.2876514610
10891,1,0.4054957140
10893,3,-0.9807986528
10895,1,0.4054957027
10897,2,-0.2876514835
10899,1,0.4054956915
10901,6,-3.0602402169
10903,1,0.4054956803
10905,2,-0.2876515059
10907,1,0.4054956691
10909,3,-0.9807986977
10911,1,0.4054956579
10913,2,-0.2876515283
10915,1,0.4054956467
10917,4,-1.6739459006
10919,1,0.4054956355
10921,2,-0.2876515507
10923,1,0.4054956243
10925,3,-0.9807987424
10927,1,0.4054956131
10929,2,-0.2876515730
10931,1,0.4054956020
10933,5,-2.3670931259
10935,1,0.4054955908
10937,2,-0.2876515953
10939,1,0.4054955797
10941,3,-0.9807987870
10943,1,0.4054955685
10945,2,-0.2876516176
10947,1,0.4054955574
10949,4,-1.6739459899
10951,1,0.4054955463
10953,2,-0.2876516399
10955,1,0.4054955352
10957,3,-0.9807988315
10959,1,0.4054955240
10961,2,-0.2876516621
10963,1,0.4054955129
10965,7,-3.7533875760
10967,1,0.4054955019
10969,2,-0.2876516842
10971,1,0.4054954908
10973,3,-0.9807988759
10975,1,0.4054954797
10977,2,-0.2876517064
10979,1,0.4054954686
10981,4,-1.6739460786
10983,1,0.4054954576
10985,2,-0.2876517285
10987,1,0.4054954465
10989,3,-0.9807989201
10991,1,0.4054954355
10993,2,-0.2876517506
10995,1,0.4054954245
10997,5,-2.3670933033
10999,1,0.4054954134
11001,2,-0.2876517726
11003,1,0.4054954024
11005,3,-0.9807989642
11007,1,0.4054953914
11009,2,-0.2876517947
11011,1,0.4054953804
11013,4,-1.6739461668
11015,1,0.4054953694
11017,2,-0.2876518166
11019,1,0.4054953584
11021,3,-0.9807990082
11023,1,0.4054953475
11025,2,-0.2876518386
11027,1,0.4054953365
11029,6,-3.0602405718
11031,1,0.4054953255
11033,2,-0.2876518605
11035,1,0.4054953146
11037,3,-0.9807990520
11039,1,0.4054953036
11041,2,-0.2876518824
11043,1,0.4054952927
11045,4,-1.6739462545
11047,1,0.4054952818
11049,2,-0.2876519043
11051,1,0.4054952708
11053,3,-0.9807990957
11055,1,0.4054952599
11057,2,-0.2876519261
11059,1,0.4054952490
11061,5,-2.3670934787
11063,1,0.4054952381
11065,2,-0.2876519479
11067,1,0.4054952272
11069,3,-0.9807991393
11071,1,0.4054952163
11073,2,-0.2876519697
11075,1,0.4054952055
11077,4,-1.6739463416
11079,1,0.4054951946
11081,2,-0.2876519914
11083,1,0.4054951837
11085,3,-0.9807991828
11087,1,0.4054951729
11089,2,-0.2876520131
11091,1,0.4054951621
11093,9,-5.1396822878
11095,1,0.4054951512
11097,2,-0.2876520348
11099,1,0.4054951404
11101,3,-0.9807992261
11103,1,0.4054951296
11105,2,-0.2876520564
11107,1,0.4054951188
11109,4,-1.6739464283
11111,1,0.4054951080
11113,2,-0.2876520780
11115,1,0.4054950972
11117,3,-0.9807992694
11119,1,0.4054950864
11121,2,-0.2876520996
11123,1,0.4054950756
11125,5,-2.3670936520
11127,1,0.4054950648
11129,2,-0.2876521211
11131,1,0.4054950541
11133,3,-0.9807993124
11135,1,0.4054950433
11137,2,-0.2876521426
11139,1,0.4054950325
11141,4,-1.6739465145
11143,1,0.4054950218
11145,2,-0.2876521641
11147,1,0.4054950111
11149,3,-0.9807993554
11151,1,0.4054950003
11153,2,-0.2876521856
11155,1,0.4054949896
11157,6,-3.0602409185
11159,1,0.4054949789
11161,2,-0.2876522070
11163,1,0.4054949682
11165,3,-0.9807993983
11167,1,0.4054949575
11169,2,-0.2876522284
11171,1,0.4054949468
11173,4,-1.6739466002
11175,1,0.4054949361
11177,2,-0.2876522497
11179,1,0.4054949255
11181,3,-0.9807994410
11183,1,0.4054949148
11185,2,-0.2876522711
11187,1,0.4054949042
11189,5,-2.3670938234
11191,1,0.4054948935
11193,2,-0.2876522924
11195,1,0.4054948829
11197,3,-0.9807994836
11199,1,0.4054948722
11201,2,-0.2876523136
11203,1,0.4054948616
11205,4,-1.6739466854
11207,1,0.4054948510
11209,2,-0.2876523349
11211,1,0.4054948404
11213,3,-0.9807995261
11215,1,0.4054948298
11217,2,-0.2876523561
11219,1,0.4054948192
11221,7,-3.7533882695
11223,1,0.4054948086
11225,2,-0.2876523773
11227,1,0.4054947980
11229,3,-0.9807995684
11231,1,0.4054947874
11233,2,-0.2876523984
11235,1,0.4054947769
11237,4,-1.6739467701
11239,1,0.4054947663
11241,2,-0.2876524195
11243,1,0.4054947557
11245,3,-0.9807996106
11247,1,0.4054947452
11249,2,-0.2876524406
11251,1,0.4054947347
11253,5,-2.3670939928
11255,1,0.4054947241
11257,2,-0.2876524617
11259,1,0.4054947136
11261,3,-0.9807996528
11263,1,0.4054947031
11265,2,-0.2876524827
11267,1,0.4054946926
11269,4,-1.6739468543
11271,1,0.4054946821
11273,2,-0.2876525037
11275,1,0.4054946716
11277,3,-0.9807996948
11279,1,0.4054946611
11281,2,-0.2876525247
11283,1,0.4054946506
11285,6,-3.0602412574
11287,1,0.4054946402
11289,2,-0.2876525456
11291,1,0.4054946297
11293,3,-0.9807997366
11295,1,0.4054946193
11297,2,-0.2876525665
11299,1,0.4054946088
11301,4,-1.6739469381
11303,1,0.4054945984
11305,2,-0.2876525874
11307,1,0.4054945879
11309,3,-0.9807997784
11311,1,0.4054945775
11313,2,-0.2876526083
11315,1,0.4054945671
11317,5,-2.3670941604
11319,1,0.4054945567
11321,2,-0.2876526291
11323,1,0.4054945463
11325,3,-0.9807998200
11327,1,0.4054945359
11329,2,-0.2876526499
11331,1,0.4054945255
11333,4,-1.6739470214
11335,1,0.4054945151
11337,2,-0.2876526706
11339,1,0.4054945047
11341,3,-0.9807998616
11343,1,0.4054944944
11345,2,-0.2876526914
11347,1,0.4054944840
11349,8,-4.4465357851
11351,1,0.4054944737
11353,2,-0.2876527121
11355,1,0.4054944633
11357,3,-0.9807999030
11359,1,0.4054944530
11361,2,-0.2876527327
11363,1,0.4054944427
11365,4,-1.6739471042
11367,1,0.4054944323
11369,2,-0.2876527534
11371,1,0.4054944220
11373,3,-0.9807999443
11375,1,0.4054944117
11377,2,-0.2876527740
11379,1,0.4054944014
11381,5,-2.3670943260
11383,1,0.4054943911
11385,2,-0.2876527946
11387,1,0.4054943808
11389,3,-0.9807999854
11391,1,0.4054943705
11393,2,-0.2876528151
11395,1,0.4054943603
11397,4,-1.6739471865
11399,1,0.4054943500
11401,2,-0.2876528357
11403,1,0.4054943398
11405,3,-0.9808000265
11407,1,0.4054943295
11409,2,-0.2876528562
11411,1,0.4054943193
11413,6,-3.0602415887
11415,1,0.4054943090
11417,2,-0.2876528767
11419,1,0.4054942988
11421,3,-0.9808000674
11423,1,0.4054942886
11425,2,-0.2876528971
11427,1,0.4054942784
11429,4,-1.6739472684
11431,1,0.4054942682
11433,2,-0.2876529175
11435,1,0.4054942580
11437,3,-0.9808001083
11439,1,0.4054942478
11441,2,-0.2876529379
11443,1,0.4054942376
11445,5,-2.3670944898
11447,1,0.4054942274
11449,2,-0.2876529583
11451,1,0.4054942172
11453,3,-0.9808001490
11455,1,0.4054942071
11457,2,-0.2876529786
11459,1,0.4054941969
11461,4,-1.6739473499
11463,1,0.4054941868
11465,2,-0.2876529989
11467,1,0.4054941766
11469,3,-0.9808001896
11471,1,0.4054941665
11473,2,-0.2876530192
11475,1,0.4054941563
11477,7,-3.7533889321
11479,1,0.4054941462
11481,2,-0.2876530394
11483,1,0.4054941361
11485,3,-0.9808002301
11487,1,0.4054941260
11489,2,-0.2876530596
11491,1,0.4054941159
11493,4,-1.6739474308
11495,1,0.4054941058
11497,2,-0.2876530798
11499,1,0.4054940957
11501,3,-0.9808002704
11503,1,0.4054940856
11505,2,-0.2876531000
11507,1,0.4054940756
11509,5,-2.3670946517
11511,1,0.4054940655
11513,2,-0.2876531201
11515,1,0.4054940554
11517,3,-0.9808003107
11519,1,0.4054940454
11521,2,-0.2876531402
11523,1,0.4054940353
11525,4,-1.6739475114
11527,1,0.4054940253
11529,2,-0.2876531603
11531,1,0.4054940153
11533,3,-0.9808003509
11535,1,0.4054940052
11537,2,-0.2876531803
11539,1,0.4054939952
11541,6,-3.0602419126
11543,1,0.4054939852
11545,2,-0.2876532003
11547,1,0.4054939752
11549,3,-0.9808003909
11551,1,0.4054939652
11553,2,-0.2876532203
11555,1,0.4054939552
11557,4,-1.6739475914
11559,1,0.4054939453
11561,2,-0.2876532403
11563,1,0.4054939353
11565,3,-0.9808004308
11567,1,0.4054939253
11569,2,-0.2876532602
11571,1,0.4054939153
11573,5,-2.3670948119
11575,1,0.4054939054
11577,2,-0.2876532801
11579,1,0.4054938954
11581,3,-0.9808004706
11583,1,0.4054938855
11585,2,-0.2876533000
11587,1,0.4054938756
11589,4,-1.6739476711
11591,1,0.4054938656
11593,2,-0.2876533199
11595,1,0.4054938557
11597,3,-0.9808005104
11599,1,0.4054938458
11601,2,-0.2876533397
11603,1,0.4054938359
11605,11,-6.5259779747
11607,1,0.4054938260
11609,2,-0.2876533595
11611,1,0.4054938161
11613,3,-0.9808005500
11615,1,0.4054938062
11617,2,-0.2876533793
11619,1,0.4054937963
11621,4,-1.6739477503
11623,1,0.4054937865
11625,2,-0.2876533990
11627,1,0.4054937766
11629,3,-0.9808005895
11631,1,0.4054937667
11633,2,-0.2876534187
11635,1,0.4054937569
11637,5,-2.3670949703
11639,1,0.4054937470
11641,2,-0.2876534384
11643,1,0.4054937372
11645,3,-0.9808006288
11647,1,0.4054937274
11649,2,-0.2876534581
11651,1,0.4054937175
11653,4,-1.6739478290
11655,1,0.4054937077
11657,2,-0.2876534777
11659,1,0.4054936979
11661,3,-0.9808006681
11663,1,0.4054936881
11665,2,-0.2876534973
11667,1,0.4054936783
11669,6,-3.0602422294
11671,1,0.4054936685
11673,2,-0.2876535169
11675,1,0.4054936587
11677,3,-0.9808007073
11679,1,0.4054936490
11681,2,-0.2876535365
11683,1,0.4054936392
11685,4,-1.6739479074
11687,1,0.4054936294
11689,2,-0.2876535560
11691,1,0.4054936197
11693,3,-0.9808007463
11695,1,0.4054936099
11697,2,-0.2876535755
11699,1,0.4054936002
11701,5,-2.3670951269
11703,1,0.4054935904
11705,2,-0.2876535950
11707,1,0.4054935807
11709,3,-0.9808007853
11711,1,0.4054935710
11713,2,-0.2876536144
11715,1,0.4054935613
11717,4,-1.6739479853
11719,1,0.4054935515
11721,2,-0.2876536339
11723,1,0.4054935418
11725,3,-0.9808008241
11727,1,0.4054935321
11729,2,-0.2876536533
11731,1,0.4054935224
11733,7,-3.7533895658
11735,1,0.4054935128
11737,2,-0.2876536726
11739,1,0.4054935031
11741,3,-0.9808008629
11743,1,0.4054934934
11745,2,-0.2876536920
11747,1,0.4054934837
11749,4,-1.6739480628
11751,1,0.4054934741
11753,2,-0.2876537113
11755,1,0.4054934644
11757,3,-0.9808009015
11759,1,0.4054934548
11761,2,-0.2876537306
11763,1,0.4054934451
11765,5,-2.3670952819
11767,1,0.4054934355
11769,2,-0.2876537499
11771,1,0.4054934259
11773,3,-0.9808009400
11775,1,0.4054934163
11777,2,-0.2876537691
11779,1,0.4054934067
11781,4,-1.6739481398
11783,1,0.4054933971
11785,2,-0.2876537883
11787,1,0.4054933875
11789,3,-0.9808009785
11791,1,0.4054933779
11793,2,-0.2876538075
11795,1,0.4054933683
11797,6,-3.0602425393
11799,1,0.4054933587
11801,2,-0.2876538267
11803,1,0.4054933491
11805,3,-0.9808010168
11807,1,0.4054933395
11809,2,-0.2876538458
11811,1,0.4054933300
11813,4,-1.6739482165
11815,1,0.4054933204
11817,2,-0.2876538649
11819,1,0.4054933109
11821,3,-0.9808010550
11823,1,0.4054933013
11825,2,-0.2876538840
11827,1,0.4054932918
11829,5,-2.3670954352
11831,1,0.4054932823
11833,2,-0.2876539030
11835,1,0.4054932728
11837,3,-0.9808010931
11839,1,0.4054932632
11841,2,-0.2876539221
11843,1,0.4054932537
11845,4,-1.6739482927
11847,1,0.4054932442
11849,2,-0.2876539411
11851,1,0.4054932347
11853,3,-0.9808011311
11855,1,0.4054932252
11857,2,-0.2876539601
11859,1,0.4054932158
11861,8,-4.4465370529
11863,1,0.4054932063
11865,2,-0.2876539790
11867,1,0.4054931968
11869,3,-0.9808011690
11871,1,0.4054931873
11873,2,-0.2876539979
11875,1,0.4054931779
11877,4,-1.6739483685
11879,1,0.4054931684
11881,2,-0.2876540168
11883,1,0.4054931590
11885,3,-0.9808012068
11887,1,0.4054931496
11889,2,-0.2876540357
11891,1,0.4054931401
11893,5,-2.3670955868
11895,1,0.4054931307
11897,2,-0.2876540546
11899,1,0.4054931213
11901,3,-0.9808012446
11903,1,0.4054931119
11905,2,-0.2876540734
11907,1,0.4054931025
11909,4,-1.6739484439
11911,1,0.4054930931
11913,2,-0.2876540922
11915,1,0.4054930837
11917,3,-0.9808012822
11919,1,0.4054930743
11921,2,-0.2876541110
11923,1,0.4054930649
11925,6,-3.0602428426
11927,1,0.4054930555
11929,2,-0.2876541297
11931,1,0.4054930461
11933,3,-0.9808013197
11935,1,0.4054930368
11937,2,-0.2876541485
11939,1,0.4054930274
11941,4,-1.6739485189
11943,1,0.4054930181
11945,2,-0.2876541672
11947,1,0.4054930087
11949,3,-0.9808013571
11951,1,0.4054929994
11953,2,-0.2876541858
11955,1,0.4054929901
11957,5,-2.3670957368
11959,1,0.4054929807
11961,2,-0.2876542045
11963,1,0.4054929714
11965,3,-0.9808013944
11967,1,0.4054929621
11969,2,-0.2876542231
11971,1,0.4054929528
11973,4,-1.6739485935
11975,1,0.4054929435
11977,2,-0.2876542417
11979,1,0.4054929342
11981,3,-0.9808014316
11983,1,0.4054929249
11985,2,-0.2876542603
11987,1,0.4054929156
11989,7,-3.7533901724
11991,1,0.4054929063
11993,2,-0.2876542788
11995,1,0.4054928971
11997,3,-0.9808014687
11999,1,0.4054928878
12001,2,-0.2876542974
12003,1,0.4054928786
12005,4,-1.6739486677
12007,1,0.4054928693
12009,2,-0.2876543159
12011,1,0.4054928601
12013,3,-0.9808015057
12015,1,0.4054928508
12017,2,-0.2876543344
12019,1,0.4054928416
12021,5,-2.3670958853
12023,1,0.4054928324
12025,2,-0.2876543528
12027,1,0.4054928231
12029,3,-0.9808015426
12031,1,0.4054928139
12033,2,-0.2876543712
12035,1,0.4054928047
12037,4,-1.6739487416
12039,1,0.4054927955
12041,2,-0.2876543896
12043,1,0.4054927863
12045,3,-0.9808015794
12047,1,0.4054927771
12049,2,-0.2876544080
12051,1,0.4054927679
12053,6,-3.0602431394
12055,1,0.4054927588
12057,2,-0.2876544264
12059,1,0.4054927496
12061,3,-0.9808016161
12063,1,0.4054927404
12065,2,-0.2876544447
12067,1,0.4054927313
12069,4,-1.6739488150
12071,1,0.4054927221
12073,2,-0.2876544630
12075,1,0.4054927130
12077,3,-0.9808016527
12079,1,0.4054927038
12081,2,-0.2876544813
12083,1,0.4054926947
12085,5,-2.3670960321
12087,1,0.4054926856
12089,2,-0.2876544996
12091,1,0.4054926764
12093,3,-0.9808016892
12095,1,0.4054926673
12097,2,-0.2876545178
12099,1,0.4054926582
12101,4,-1.6739488880
12103,1,0.4054926491
12105,2,-0.2876545360
12107,1,0.4054926400
12109,3,-0.9808017257
12111,1,0.4054926309
12113,2,-0.2876545542
12115,1,0.4054926218
12117,9,-5.1396848272
12119,1,0.4054926127
12121,2,-0.2876545723
12123,1,0.4054926037
12125,3,-0.9808017620
12127,1,0.4054925946
12129,2,-0.2876545905
12131,1,0.4054925855
12133,4,-1.6739489607
12135,1,0.4054925765
12137,2,-0.2876546086
12139,1,0.4054925674
12141,3,-0.9808017982
12143,1,0.4054925584
12145,2,-0.2876546267
12147,1,0.4054925493
12149,5,-2.3670961774
12151,1,0.4054925403
12153,2,-0.2876546448
12155,1,0.4054925313
12157,3,-0.9808018343
12159,1,0.4054925223
12161,2,-0.2876546628
12163,1,0.4054925133
12165,4,-1.6739490329
12167,1,0.4054925042
12169,2,-0.2876546808
12171,1,0.4054924952
12173,3,-0.9808018704
12175,1,0.4054924862
12177,2,-0.2876546988
12179,1,0.4054924772
12181,6,-3.0602434300
12183,1,0.4054924683
12185,2,-0.2876547168
12187,1,0.4054924593
12189,3,-0.9808019063
12191,1,0.4054924503
12193,2,-0.2876547347
12195,1,0.4054924413
12197,4,-1.6739491048
12199,1,0.4054924324
12201,2,-0.2876547527
12203,1,0.4054924234
12205,3,-0.9808019422
12207,1,0.4054924145
12209,2,-0.2876547706
12211,1,0.4054924055
12213,5,-2.3670963212
12215,1,0.4054923966
12217,2,-0.2876547884
12219,1,0.4054923877
12221,3,-0.9808019779
12223,1,0.4054923787
12225,2,-0.2876548063
12227,1,0.4054923698
12229,4,-1.6739491763
12231,1,0.4054923609
12233,2,-0.2876548241
12235,1,0.4054923520
12237,3,-0.9808020136
12239,1,0.4054923431
12241,2,-0.2876548419
12243,1,0.4054923342
12245,7,-3.7533907536
12247,1,0.4054923253
12249,2,-0.2876548597
12251,1,0.4054923164
12253,3,-0.9808020492
12255,1,0.4054923075
12257,2,-0.2876548775
12259,1,0.4054922986
12261,4,-1.6739492475
12263,1,0.4054922898
12265,2,-0.2876548952
12267,1,0.4054922809
12269,3,-0.9808020846
12271,1,0.4054922721
12273,2,-0.2876549129
12275,1,0.4054922632
12277,5,-2.3670964635
12279,1,0.4054922544
12281,2,-0.2876549306
12283,1,0.4054922455
12285,3,-0.9808021200
12287,1,0.4054922367
12289,2,-0.2876549483
12291,1,0.4054922279
12293,4,-1.6739493182
12295,1,0.4054922190
12297,2,-0.2876549659
12299,1,0.4054922102
12301,3,-0.9808021553
12303,1,0.4054922014
12305,2,-0.2876549836
12307,1,0.4054921926
12309,6,-3.0602437146
12311,1,0.4054921838
12313,2,-0.2876550012
12315,1,0.4054921750
12317,3,-0.9808021905
12319,1,0.4054921662
12321,2,-0.2876550187
12323,1,0.4054921574
12325,4,-1.6739493886
12327,1,0.4054921487
12329,2,-0.2876550363
12331,1,0.4054921399
12333,3,-0.9808022256
12335,1,0.4054921311
12337,2,-0.2876550538
12339,1,0.4054921224
12341,5,-2.3670966043
12343,1,0.4054921136
12345,2,-0.2876550713
12347,1,0.4054921049
12349,3,-0.9808022606
12351,1,0.4054920961
12353,2,-0.2876550888
12355,1,0.4054920874
12357,4,-1.6739494587
12359,1,0.4054920786
12361,2,-0.2876551063
12363,1,0.4054920699
12365,3,-0.9808022956
12367,1,0.4054920612
12369,2,-0.2876551237
12371,1,0.4054920525
12373,8,-4.4465382158
12375,1,0.4054920438
12377,2,-0.2876551411
12379,1,0.4054920351
12381,3,-0.9808023304
12383,1,0.4054920264
12385,2,-0.2876551585
12387,1,0.4054920177
12389,4,-1.6739495283
12391,1,0.4054920090
12393,2,-0.2876551759
12395,1,0.4054920003
12397,3,-0.9808023651
12399,1,0.4054919916
12401,2,-0.2876551933
12403,1,0.4054919830
12405,5,-2.3670967436
12407,1,0.4054919743
12409,2,-0.2876552106
12411,1,0.4054919656
12413,3,-0.9808023998
12415,1,0.4054919570
12417,2,-0.2876552279
12419,1,0.4054919483
12421,4,-1.6739495977
12423,1,0.4054919397
12425,2,-0.2876552452
12427,1,0.4054919311
12429,3,-0.9808024344
12431,1,0.4054919224
12433,2,-0.2876552624
12435,1,0.4054919138
12437,6,-3.0602439933
12439,1,0.4054919052
12441,2,-0.2876552797
12443,1,0.4054918966
12445,3,-0.9808024689
12447,1,0.4054918880
12449,2,-0.2876552969
12451,1,0.4054918794
12453,4,-1.6739496666
12455,1,0.4054918708
12457,2,-0.2876553141
12459,1,0.4054918622
12461,3,-0.9808025032
12463,1,0.4054918536
12465,2,-0.2876553313
12467,1,0.4054918450
12469,5,-2.3670968815
12471,1,0.4054918364
12473,2,-0.2876553484
12475,1,0.4054918279
12477,3,-0.9808025375
12479,1,0.4054918193
12481,2,-0.2876553655
12483,1,0.4054918107
12485,4,-1.6739497352
12487,1,0.4054918022
12489,2,-0.2876553827
12491,1,0.4054917936
12493,3,-0.9808025718
12495,1,0.4054917851
12497,2,-0.2876553997
12499,1,0.4054917766
12501,7,-3.7533913111
12503,1,0.4054917680
12505,2,-0.2876554168
12507,1,0.4054917595
12509,3,-0.9808026059
12511,1,0.4054917510
12513,2,-0.2876554338
12515,1,0.4054917425
12517,4,-1.6739498035
12519,1,0.4054917339
12521,2,-0.2876554509
12523,1,0.4054917254
12525,3,-0.9808026399
12527,1,0.4054917169
12529,2,-0.2876554679
12531,1,0.4054917085
12533,5,-2.3670970180
12535,1,0.4054917000
12537,2,-0.2876554848
12539,1,0.4054916915
12541,3,-0.9808026739
12543,1,0.4054916830
12545,2,-0.2876555018
12547,1,0.4054916745
12549,4,-1.6739498714
12551,1,0.4054916661
12553,2,-0.2876555187
12555,1,0.4054916576
12557,3,-0.9808027077
12559,1,0.4054916491
12561,2,-0.2876555356
12563,1,0.4054916407
12565,6,-3.0602442663
12567,1,0.4054916323
12569,2,-0.2876555525
12571,1,0.4054916238
12573,3,-0.9808027415
12575,1,0.4054916154
12577,2,-0.2876555694
12579,1,0.4054916069
12581,4,-1.6739499389
12583,1,0.4054915985
12585,2,-0.2876555862
12587,1,0.4054915901
12589,3,-0.9808027752
12591,1,0.4054915817
12593,2,-0.2876556031
12595,1,0.4054915733
12597,5,-2.3670971532
12599,1,0.4054915649
12601,2,-0.2876556199
12603,1,0.4054915565
12605,3,-0.9808028088
12607,1,0.4054915481
12609,2,-0.2876556367
12611,1,0.4054915397
12613,4,-1.6739500062
12615,1,0.4054915313
12617,2,-0.2876556534
12619,1,0.4054915230
12621,3,-0.9808028424
12623,1,0.4054915146
12625,2,-0.2876556702
12627,1,0.4054915062
12629,10,-5.8328331230
12631,1,0.4054914979
12633,2,-0.2876556869
12635,1,0.4054914895
12637,3,-0.9808028758
12639,1,0.4054914812
12641,2,-0.2876557036
12643,1,0.4054914728
12645,4,-1.6739500730
12647,1,0.4054914645
12649,2,-0.2876557203
12651,1,0.4054914561
12653,3,-0.9808029091
12655,1,0.4054914478
12657,2,-0.2876557369
12659,1,0.4054914395
12661,5,-2.3670972869
